AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A683352,,7/13/14 17:14,1,,Dog,Female,<1,Dachshund/Chihuahua Shorthair,Sable/White
A673275,Prince,3/19/14 15:17,0,Aggressive,Dog,Male,3,Pit Bull Mix,Blue Tiger/White
A693059,Rigby,5/3/15 13:29,1,,Dog,Male,<1,Border Collie/Greyhound,Blue/White
A684998,Tiki,1/30/15 18:00,1,,Cat,Male,10,Domestic Shorthair Mix,Black/White
A695371,Sylvie,1/19/15 12:36,1,,Dog,Female,<1,Catahoula Mix,Yellow Brindle
A707260,Bowie,7/17/15 18:00,1,,Dog,Male,6,Swedish Vallhund Mix,Sable
A701537,Bella,7/5/15 17:53,1,,Cat,Female,3,Domestic Shorthair Mix,Brown Tabby
A691647,Petey,11/18/14 19:02,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A666565,Ash,11/26/13 18:19,1,,Dog,Female,<1,Pit Bull Mix,Blue/White
A717907,,12/21/15 19:13,1,,Dog,Male,<1,Labrador Retriever/German Shepherd,Tan
A681932,Georgia,6/25/14 17:24,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A664945,,10/15/13 12:17,0,Suffering,Dog,Male,10,Cocker Spaniel,White/Tan
A657904,Estrella,7/23/14 14:30,1,,Dog,Female,2,Boxer Mix,White/Brown Brindle
A670155,Johnny,1/6/14 17:19,1,,Dog,Male,<1,Border Collie Mix,Tan/White
A688226,,9/20/14 18:58,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Tan/White
A660604,Clark,10/21/13 16:53,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Cream Tabby
A715502,Austen,11/29/15 16:45,1,,Cat,Female,<1,Domestic Shorthair Mix,Black Tabby/White
A683654,,7/19/14 10:46,0,Behavior,Dog,Male,<1,Pit Bull Mix,Brown Brindle/White
A716802,Emily,1/6/16 8:38,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Calico
A679384,,5/24/14 17:17,1,,Dog,Female,<1,Australian Shepherd Mix,Chocolate/White
A705433,,6/22/15 16:18,0,Suffering,Dog,Male,<1,Dachshund Mix,Tricolor
A704672,Bentley,8/1/15 17:27,1,Foster,Dog,Male,<1,Dachshund Wirehair/Miniature Poodle,Black/Tan
A681972,,6/29/14 14:49,1,,Cat,Male,<1,Siamese Mix,Lynx Point
A711472,Zion,9/20/15 11:57,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A697554,Jacob,3/2/15 18:32,1,,Dog,Male,<1,English Pointer Mix,Brown/White
A694674,Ryder,1/27/15 19:06,1,,Dog,Female,<1,Labrador Retriever/Australian Cattle Dog,Black/White
A664593,Chiquilla,10/9/13 13:39,1,,Dog,Female,2,Chihuahua Shorthair Mix,Brown/White
A719307,Grape,1/20/16 18:30,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue/White
A689744,,10/14/14 17:02,1,,Dog,Male,3,Miniature Schnauzer Mix,Black/Gray
A689897,Annabelle,10/18/14 14:43,1,,Dog,Female,2,Australian Kelpie Mix,Black/Tan
A718299,Gemma,2/13/16 18:38,1,,Dog,Female,5,Pit Bull Mix,Brown/White
A680305,'Stache,8/13/14 10:42,1,Foster,Dog,Male,<1,Australian Kelpie Mix,Sable
A674160,Mya,3/28/14 17:42,0,Suffering,Cat,Female,10,Domestic Shorthair Mix,Calico
A665445,Max,10/31/13 13:03,1,,Dog,Male,<1,Labrador Retriever Mix,Brown/Black
A687378,Mitzi,5/3/15 16:15,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,White
A666731,Patience,12/1/13 16:21,1,,Dog,Female,<1,Labrador Retriever Mix,Black
A688594,,10/4/14 14:59,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Black
A678709,Corban,8/12/14 8:26,1,Foster,Cat,Male,<1,Domestic Longhair Mix,Cream Tabby/White
A698216,Pippa,10/18/15 18:45,1,,Cat,Female,<1,Siamese Mix,Lynx Point
A690256,Mimi,10/30/14 15:53,0,Aggressive,Dog,Female,<1,Pit Bull Mix,White/Black
A719354,Grissy,1/21/16 11:10,1,,Cat,Female,<1,Domestic Medium Hair Mix,Blue Tabby
A691943,Archer,2/12/15 18:00,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A680552,River,6/28/14 13:45,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A708817,Sugarberry,8/10/15 18:04,1,,Dog,Female,<1,Pointer Mix,Black/White
A694190,Lily Pad,12/27/14 11:38,0,Suffering,Cat,Male,12,Domestic Shorthair Mix,Orange Tabby/White
A478579,Natasha,3/7/14 17:35,0,Medical,Dog,Female,12,Chow Chow Mix,Brown/Tan
A705654,Clementine,6/26/15 9:42,0,Suffering,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby
A612816,Roxy,11/15/14 11:56,1,Foster,Dog,Female,5,Dogo Argentino Mix,White
A717718,Bonnie,12/20/15 12:25,1,,Dog,Female,<1,Great Pyrenees Mix,White/Black
A654355,Kilo,10/28/13 17:17,0,Aggressive,Dog,Male,<1,German Shepherd Mix,Tan/Black
A684013,Emma,8/4/14 16:57,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Torbie/White
A707618,Ziggy,7/30/15 19:12,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby
A699602,Toad,4/6/15 18:31,1,,Cat,Male,4,Domestic Shorthair Mix,Black
A703191,Carnegie,7/2/15 8:20,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A688823,Kevin,11/15/14 16:29,1,,Cat,Male,<1,Domestic Shorthair Mix,Black Smoke/White
A709479,Daisy,8/16/15 12:36,1,,Dog,Female,5,Basset Hound Mix,Tricolor
A694794,Tiger,1/8/15 17:37,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
A690725,Princess,11/29/14 16:58,1,,Cat,Female,<1,Domestic Longhair Mix,White/Black
A676524,Chica Loca,5/25/14 19:31,1,Offsite,Cat,Female,<1,Domestic Medium Hair Mix,Brown Tabby/White
A689856,,11/25/14 10:09,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Blue
A708602,Klaus,9/2/15 17:33,1,,Cat,Male,<1,Domestic Shorthair Mix,White/Brown Tabby
A697174,Lora,2/28/15 16:35,1,,Dog,Female,<1,Anatol Shepherd Mix,White/Brown
A665786,Woodrow,10/22/13 18:32,0,Suffering,Cat,Male,15,Siamese Mix,Blue Point
A660950,Lil Sister,11/1/13 17:54,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
A708064,Leo,7/25/15 17:04,1,,Cat,Male,<1,Maine Coon Mix,Brown Tabby
A710884,Robin,10/9/15 8:53,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A677755,Macy,8/4/14 13:51,1,Foster,Cat,Female,8,Domestic Longhair Mix,Brown Tabby
A705881,,6/22/15 13:31,0,Suffering,Cat,Male,3,Domestic Shorthair Mix,Blue Tabby/White
A672337,Jasper,2/11/14 14:04,1,,Dog,Male,<1,Labrador Retriever/Standard Poodle,Black
A717099,Comet,12/11/15 15:21,1,,Dog,Male,<1,Australian Cattle Dog Mix,Red Merle
A489376,Buster,5/30/15 15:53,0,Medical,Dog,Male,11,Boxer Mix,Brown Brindle/White
A694544,Squirrel,1/5/15 18:36,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Tricolor/Blue
A689653,Wild Bill,10/16/14 19:04,1,,Dog,Male,2,German Shepherd/Bull Terrier,Brown
A677236,Coco,4/28/14 15:43,1,,Dog,Female,<1,Beagle Mix,Red/White
A713441,,10/16/15 16:20,1,,Cat,Male,2,Domestic Shorthair Mix,White/Black
A698794,Ivana,9/20/15 17:26,1,,Dog,Female,<1,Pit Bull Mix,Black/White
A271790,Grant,9/21/14 16:23,0,Medical,Dog,Male,12,Harrier Mix,Tricolor
A667035,Callie,11/23/13 17:56,1,,Dog,Female,2,Rat Terrier Mix,White/Brown
A701199,Scooby,4/29/15 18:07,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Tan
A718991,Snickers,1/16/16 19:14,1,,Dog,Male,<1,Miniature Poodle Mix,White/Brown
A669173,,12/20/13 17:52,1,,Cat,Male,<1,Burmese,Chocolate
A682501,Samus,7/12/14 19:48,1,,Dog,Female,<1,Redbone Hound/Anatol Shepherd,Brown/White
A714364,Pichus,12/10/15 19:05,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A710538,Olive,10/25/15 14:53,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,White/Blue
A687319,Wiz,9/9/14 17:15,1,,Cat,Female,2,Maine Coon Mix,Brown Tabby
A720428,Tori,2/20/16 13:20,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A692374,Jasper,12/29/14 11:15,1,Foster,Dog,Male,<1,German Shepherd/Labrador Retriever,Black/White
A663623,Monkey,10/10/13 16:25,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A680156,Daisy,7/20/14 15:01,1,,Cat,Female,<1,Domestic Shorthair Mix,Black Smoke
A694012,Zorro,12/20/14 14:03,0,Behavior,Dog,Male,11,Labrador Retriever Mix,Black
A703126,Mia,8/15/15 8:45,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A664116,Maggie,10/5/13 18:56,1,,Dog,Female,<1,Australian Shepherd/Australian Cattle Dog,Blue Merle/White
A672395,Hank,6/30/14 14:52,1,,Dog,Male,2,Boxer/Chow Chow,Red/White
A693655,,1/7/15 17:25,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A679098,Lola,3/16/15 13:06,0,Aggressive,Dog,Female,<1,Pit Bull Mix,Brown/White
A649782,Blue,8/15/15 8:38,1,Foster,Dog,Male,6,Pit Bull Mix,Blue/White
A682994,Cookie,7/11/14 17:26,1,,Dog,Female,4,Chihuahua Shorthair Mix,Tricolor
A708871,Onyx,9/9/15 13:46,1,,Dog,Male,<1,Labrador Retriever/Chinese Sharpei,Black/White
A711718,,9/11/15 12:53,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,Blue
A695323,Tracy,1/18/15 12:28,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Brown/White
A670417,Spot,1/11/14 9:46,0,Rabies Risk,Dog,Male,5,Catahoula Mix,Blue Merle/Gray
A686558,Brix,10/18/14 15:21,1,,Dog,Male,2,American Pit Bull Terrier Mix,White/Brown Brindle
A673234,Baxter,8/19/14 15:18,1,Foster,Dog,Male,3,Chihuahua Shorthair Mix,Black/Tan
A712616,Flash,9/29/15 16:20,1,,Dog,Male,2,Whippet/Chihuahua Shorthair,White/Brown
A669208,,12/21/13 18:28,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Buff/White
A675323,Fluff,3/29/14 18:13,1,,Cat,Male,<1,Domestic Medium Hair,Blue Tabby
A640789,Cupulin,1/31/14 14:52,0,Aggressive,Dog,Male,2,Labrador Retriever Mix,Black
A678131,Peewee,2/4/16 17:58,1,,Dog,Male,2,Jack Russell Terrier/Australian Cattle Dog,White/Black
A679505,,5/28/14 15:39,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue
A681814,June Bug,6/29/14 18:14,1,,Dog,Female,4,Catahoula/Australian Shepherd,Tan/White
A681774,,6/29/14 11:43,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A694070,Hunca Munca,1/10/15 17:29,1,,Dog,Female,3,Staffordshire Mix,Blue
A668353,Snkaefarm,12/6/13 18:22,1,,Dog,Male,2,Bruss Griffon Mix,Brown Brindle/White
A689857,,12/4/14 13:16,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black
A503376,Lobo,12/8/15 11:41,0,Rabies Risk,Dog,Male,7,Siberian Husky Mix,Red/White
A690375,Bruce Willis,11/21/14 17:10,1,,Dog,Male,<1,Pit Bull Mix,Brown Brindle
A715501,Linus,12/1/15 9:07,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A690406,,10/21/14 8:10,0,Suffering,Cat,Male,4,Domestic Shorthair Mix,Black
A669449,Rusty,1/11/15 16:18,1,,Dog,Male,10,Vizsla,Red
A695583,Mac,1/22/15 17:08,1,,Dog,Male,<1,Boxer Mix,Brown/White
A694393,Bailey,1/1/15 15:41,1,,Dog,Female,4,Australian Shepherd Mix,White/Brown
A668566,Gizmo,12/13/13 10:54,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A689603,Reeses,11/23/14 18:15,1,Foster,Dog,Male,<1,Miniature Pinscher/Chihuahua Shorthair,Chocolate/Tan
A704863,Alistair,8/25/15 9:16,0,Suffering,Cat,Male,<1,Domestic Longhair Mix,Black
A666197,Leroy,12/19/13 11:08,0,Behavior,Dog,Male,2,Pit Bull Mix,Blue/White
A665421,Walter White,11/3/13 15:00,1,,Dog,Male,<1,Miniature Poodle Mix,White
A701522,Brooke,5/5/15 13:43,1,,Dog,Female,<1,Rat Terrier Mix,White/Brown
A709394,Cornelius,9/6/15 15:56,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Sable
A698919,Clover,4/4/15 18:02,1,,Dog,Male,<1,Chihuahua Shorthair Mix,White/Tan
A716379,Kailah,12/8/15 18:25,1,,Dog,Female,2,Pit Bull Mix,White/Black
A699795,Violet,4/12/15 15:46,1,,Dog,Female,5,Shih Tzu,White/Gray
A665137,Willie,11/15/13 14:52,0,Behavior,Dog,Male,<1,Pit Bull Mix,White/Tan
A682889,Rudy,8/2/14 17:24,1,Foster,Dog,Male,<1,Chihuahua Shorthair Mix,Brown
A679240,Jude,5/24/14 17:03,1,Foster,Dog,Male,<1,Beagle/Pug,White/Brown
A669264,Scruffy,12/23/13 18:43,1,,Dog,Male,<1,Border Terrier/Yorkshire Terrier,Black/Brown
A691815,Maddy,2/7/15 17:31,1,,Dog,Female,2,Pug/Beagle,Fawn
A595090,Tigz,12/20/15 12:28,1,,Dog,Male,5,Boerboel Mix,Tan/Black
A699826,,5/30/15 16:55,1,Foster,Dog,Female,<1,Shih Tzu,Brown/White
A697353,Dutchess,6/29/15 15:22,1,,Cat,Female,2,Domestic Shorthair Mix,Brown Tabby
A659205,Jerry,12/26/13 17:56,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A667378,Jingle,1/26/14 16:41,1,,Cat,Male,<1,Bengal Mix,Brown Tabby
A697387,Darling,3/14/15 13:53,1,,Dog,Female,8,Jack Russell Terrier Mix,White/Brown
A683606,Violet,7/16/14 18:46,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A681575,Sandy,7/13/14 14:26,1,,Dog,Female,<1,Labrador Retriever/Blue Lacy,Tricolor
A694404,Joni,1/2/15 17:39,1,,Cat,Female,<1,Domestic Shorthair Mix,Black
A714919,Romulus,11/19/15 18:02,1,,Cat,Male,<1,Siamese Mix,Lilac Point
A700103,Georgia,4/14/15 14:34,1,,Dog,Female,<1,Rat Terrier Mix,Tricolor
A676528,Fiona,4/20/14 17:19,1,,Dog,Female,4,Border Collie Mix,Black/White
A716397,Mako,11/24/15 18:56,1,,Dog,Male,<1,German Shepherd/Akita,Tricolor
A665132,Hershey,11/30/13 16:29,1,,Dog,Female,<1,Pointer Mix,Brown/White
A681469,Smaug,7/4/14 13:31,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A670979,Thunderkit,2/3/14 15:23,1,,Cat,Male,8,Domestic Longhair Mix,Gray/White
A703058,Cricket,2/13/16 10:15,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A702941,Smokey,6/21/15 17:27,1,,Cat,Male,<1,Domestic Medium Hair Mix,Blue Tabby/White
A699435,Oxford,4/4/15 15:26,1,,Dog,Male,2,Pointer/Collie Smooth,Tricolor
A715138,Miki,11/17/15 19:14,1,,Cat,Female,2,Domestic Medium Hair Mix,Tortie
A704529,Dane,8/6/15 14:54,1,Foster,Dog,Male,<1,Pit Bull Mix,White/Brown
A670311,Tim,1/13/14 17:55,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A676804,,5/24/14 9:17,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A688945,Elliot,10/17/14 11:52,1,Foster,Dog,Male,<1,Miniature Poodle/Miniature Schnauzer,White
A713487,Elia,10/18/15 16:24,1,,Cat,Female,<1,Domestic Medium Hair Mix,Black/White
A691240,,11/17/14 14:15,0,Suffering,Dog,Female,10,Catahoula Mix,Blue Merle
A691863,,11/15/14 19:13,1,,Dog,Female,5,Chihuahua Shorthair Mix,Tan/White
A671426,Big Red,1/10/16 13:28,1,,Dog,Male,3,American Staffordshire Terrier/Labrador Retriever,Tan/White
A683764,Pavel,8/7/14 14:33,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A683992,,7/22/14 11:30,0,In Kennel,Dog,Male,<1,Chihuahua Longhair Mix,Black/Brown
A691503,Dixie,11/9/14 18:15,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Buff
A712123,,9/25/15 19:16,1,,Cat,Male,<1,Domestic Shorthair Mix,Cream Tabby
A697071,Benji,2/22/15 18:17,1,,Dog,Male,<1,Rat Terrier/Cardigan Welsh Corgi,Black/Gray
A663019,Johnny,10/19/13 17:04,1,Foster,Dog,Male,<1,Chihuahua Shorthair Mix,Brown/Black
A669131,Lucky,12/28/13 15:26,1,,Dog,Male,2,Labrador Retriever Mix,Black/White
A717554,Lucky,12/19/15 12:06,1,,Dog,Male,5,Dachshund Mix,Tan/White
A656510,Sonny,1/15/14 8:32,1,Foster,Cat,Male,7,Domestic Medium Hair Mix,Black
A691170,Butter,11/17/14 17:15,1,,Cat,Male,<1,Domestic Shorthair Mix,Cream Tabby
A668524,Bonita,2/4/14 18:39,1,Foster,Dog,Female,<1,Chihuahua Shorthair,Tan/White
A667606,Treasure,1/19/14 16:47,1,Offsite,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A665066,Gigi,11/3/13 12:50,1,,Dog,Female,4,Border Collie/Chow Chow,Black
A676339,Edward,6/5/14 15:38,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A714466,Sam,11/2/15 18:28,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A705975,Laramie,7/26/15 17:30,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A683867,Blondie,8/22/14 12:29,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A664052,Valentine,9/9/14 18:45,1,,Dog,Female,5,Pit Bull Mix,Brown/White
A700710,Buck,4/30/15 16:08,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Black/White
A661681,Annie,4/20/14 15:44,1,Foster,Cat,Female,2,Domestic Shorthair Mix,Brown Tabby/White
A677663,Riley,5/9/14 12:44,1,,Dog,Female,<1,Greater Swiss Mountain Dog Mix,Tricolor/White
A696877,Rufus,3/11/15 19:24,1,,Dog,Male,2,Labrador Retriever Mix,Chocolate/White
A706462,,6/29/15 13:51,0,,Cat,Unknown,<1,Domestic Shorthair Mix,Orange Tabby
A714805,Dolly,1/11/16 17:50,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Calico
A706293,Nana,7/1/15 18:15,1,,Dog,Female,6,Chihuahua Shorthair Mix,Brown
A674384,Sofie,3/29/14 16:12,1,,Dog,Female,4,Border Collie Mix,White/Black
A717683,Tabitha,1/18/16 16:18,1,,Cat,Female,3,Domestic Shorthair Mix,Brown Tabby
A682808,,7/7/14 18:39,1,,Dog,Male,<1,German Shepherd Mix,Chocolate/Tan
A673190,Charlotte,3/30/14 12:28,1,,Cat,Female,<1,Domestic Longhair Mix,Brown Tabby
A716113,,11/20/15 12:30,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie/White
A598610,Ellie,12/7/13 15:40,1,,Dog,Female,3,Australian Kelpie Mix,Black Brindle
A703207,Toffee,9/8/15 16:12,1,,Dog,Female,2,German Shepherd Mix,Sable
A664238,,10/1/13 16:47,0,Medical,Cat,Unknown,<1,American Shorthair Mix,Black/White
A709491,Bambi,8/20/15 17:25,1,,Dog,Female,<1,Pit Bull Mix,Fawn
A682522,Pixie,7/22/14 18:02,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A704507,,6/9/15 18:35,1,,Dog,Male,<1,Miniature Schnauzer Mix,Black/Buff
A665277,Coco,10/19/13 17:37,1,,Dog,Female,<1,Rat Terrier Mix,Tricolor
A696688,Mari,11/3/15 12:24,1,,Cat,Female,3,Domestic Shorthair Mix,Calico/White
A719180,Nobbs,1/18/16 18:11,1,,Dog,Male,<1,Cardigan Welsh Corgi Mix,White/Black
A675076,Max,5/10/14 12:20,1,,Dog,Male,5,Rottweiler Mix,Black/Tan
A712447,Mj,10/2/15 18:04,1,,Dog,Female,4,Chihuahua Shorthair Mix,Tan/White
A704382,Sky,8/9/15 14:59,1,,Dog,Female,2,Pit Bull/Boxer,Blue/White
A720699,Harvey Dent,2/21/16 14:56,1,,Dog,Male,2,Pit Bull Mix,White/Brown Brindle
A689295,Shakespeare,10/8/14 14:17,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A676272,,6/1/14 16:09,1,Offsite,Cat,Female,<1,Domestic Shorthair Mix,Blue
A704786,Pickles,7/30/15 11:03,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A657732,Bella,5/3/14 18:33,1,,Dog,Female,2,Chihuahua Shorthair Mix,Tricolor
A689773,Lucy,10/10/14 18:32,1,,Dog,Female,<1,Beagle Mix,White/Orange
A685370,Dixon,8/11/14 18:30,1,,Dog,Male,<1,Labrador Retriever Mix,Black/White
A719518,Batman,1/26/16 17:21,1,,Cat,Female,<1,Domestic Shorthair Mix,Black Tabby
A690816,Chrissie,11/25/14 18:54,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
A711514,Dakota,10/17/15 0:00,1,Foster,Dog,Female,<1,Australian Cattle Dog Mix,Blue Merle/White
A663135,Max,10/17/13 9:05,1,Foster,Dog,Male,5,German Shepherd Mix,Brown/Black
A702673,Rocko,5/21/15 17:03,1,,Dog,Male,<1,Australian Cattle Dog Mix,Brown Merle
A615299,Buddy,6/28/14 16:53,1,,Dog,Male,4,Bullmastiff Mix,Brown/White
A676330,Bella,9/17/14 17:31,1,Foster,Dog,Female,<1,Smooth Fox Terrier Mix,Tan
A715435,,11/7/15 18:46,1,,Dog,Female,<1,Labrador Retriever Mix,White/Brown
A689461,Walker,10/26/14 12:18,1,,Dog,Male,<1,Labrador Retriever Mix,Black/White
A689417,Franky,10/16/14 11:21,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A717485,,12/23/15 18:53,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie/White
A687539,Eponine,10/21/14 8:35,1,Foster,Cat,Female,<1,Siamese Mix,Lynx Point
A667726,,11/25/13 17:53,1,,Dog,Male,<1,Labrador Retriever Mix,Black/White
A680459,Blynken,7/13/14 17:05,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A679941,,6/5/14 14:17,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Red/White
A662398,Buddy,11/1/13 15:23,1,,Dog,Male,2,American Pit Bull Terrier Mix,Tan/White
A691456,Willy,12/23/14 8:42,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby/White
A696760,Chance,2/11/15 16:55,0,Suffering,Dog,Male,3,Labrador Retriever Mix,Black/White
A676987,Skyler,6/16/15 15:02,1,,Dog,Female,<1,German Shepherd/Labrador Retriever,Black Brindle/White
A670356,Siren,1/11/14 18:07,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Brown/Tan
A710801,,9/4/15 19:07,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A669918,,1/3/14 17:47,1,,Dog,Female,<1,Labrador Retriever Mix,Tan/White
A717560,Milo,1/29/16 15:50,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A696479,Chocolate,2/15/15 11:39,1,,Cat,Male,<1,Domestic Medium Hair Mix,Black
A696866,Jewel,2/21/15 16:49,1,Offsite,Dog,Female,5,Maltese Mix,White
A588258,Diamond,1/2/16 12:34,1,Foster,Dog,Female,8,German Shepherd Mix,Black/Tan
A689355,Watson,10/12/14 18:00,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A703464,,5/25/15 10:32,0,Suffering,Cat,Unknown,<1,Domestic Shorthair Mix,Brown Tabby
A710367,Lasienaga,8/30/15 13:57,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A704361,Nala,7/9/15 17:40,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A711241,Nigel,10/15/15 18:07,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A706342,Lois,7/18/15 16:08,1,,Dog,Female,2,Chihuahua Shorthair Mix,Brown/White
A681025,Simone,6/20/14 16:16,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Red/White
A710621,Gabby,10/16/15 12:38,1,Foster,Cat,Female,<1,Manx Mix,Brown Tabby/White
A692000,Addy,12/3/14 17:53,1,,Dog,Female,<1,Labrador Retriever Mix,Tan
A712549,Beau,10/14/15 18:31,1,,Dog,Male,2,Beauceron Mix,Black/Tan
A666512,Puffball,12/7/13 18:54,1,,Cat,Male,8,Domestic Medium Hair Mix,Black
A720940,Justin,2/19/16 17:28,1,,Dog,Male,<1,Chihuahua Shorthair Mix,White
A677816,Arty,5/2/14 16:25,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A689274,Giblet,12/2/14 7:40,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black
A671142,Francie,2/1/14 15:14,1,,Dog,Female,2,Beagle/Labrador Retriever,Brown/White
A681352,Charlotte,7/12/14 19:46,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby
A713401,Larry,12/14/15 17:40,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A690833,Marmalade,10/28/14 15:58,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,White/Orange Tabby
A681156,,6/17/14 17:40,1,,Dog,Male,<1,Chihuahua Shorthair/Dachshund,Tan/White
A673571,,2/26/14 16:14,0,Suffering,Dog,Male,2,Cardigan Welsh Corgi Mix,Black/White
A702075,Rocky,12/15/15 16:36,1,Foster,Dog,Male,11,Rottweiler/Rhod Ridgeback,Brown/White
A702178,Bailey,5/15/15 17:29,1,,Dog,Female,2,Australian Shepherd Mix,Black/Tricolor
A681489,Juni,6/24/14 16:27,1,,Dog,Female,3,Doberman Pinsch,Black/Brown
A690977,Willie,10/23/15 11:51,1,,Dog,Male,2,Pekingese Mix,Tan/White
A619636,Boomer,11/29/14 18:23,1,,Dog,Male,3,Old English Bulldog Mix,White/Brown Brindle
A703329,Persimmon,7/19/15 18:18,1,,Cat,Female,<1,Domestic Shorthair Mix,White/Brown Tabby
A675146,Desmo,3/28/14 18:28,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A681981,Lucy,6/28/14 19:04,1,,Dog,Female,2,Ibizan Hound Mix,Tan/White
A634858,Maggie,4/3/15 16:27,1,,Dog,Female,3,Yorkshire Terrier Mix,Black/Brown
A667185,Arya,12/22/13 14:58,1,,Dog,Female,2,Boston Terrier Mix,Black Brindle/White
A719538,Marisella,1/28/16 11:37,0,In Foster,Cat,Female,<1,Domestic Longhair Mix,Calico
A666043,Dirk,3/4/14 14:46,1,Foster,Cat,Male,<1,Domestic Shorthair,Black
A686942,,9/2/14 16:22,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A685298,Mia,1/18/15 17:29,1,Foster,Cat,Female,<1,Siamese Mix,Lynx Point
